EVID;Iobs;QIobs;Lon;Lat;LocID;Depi;I0;Year
640001.0;3.5;A;0.983333333333;43.6;322680001.0;121.21577343252133;7.5;1980.0
640001.0;0.0;A;0.85;43.4833333333;322770001.0;105.82683301165441;7.5;1980.0
640001.0;4.0;A;0.5666666666669999;43.3333333333;322800001.0;78.23397869298263;7.5;1980.0
640001.0;0.0;A;0.366666666667;43.3833333333;322810001.0;65.90979101202257;7.5;1980.0
640001.0;5.0;A;0.21666666666700002;43.3833333333;322830001.0;55.739446430457484;7.5;1980.0
640001.0;0.0;A;0.9666666666670001;43.45;322840001.0;113.13054886320825;7.5;1980.0
640001.0;5.0;A;0.666666666667;43.3833333333;322870001.0;87.80259948970894;7.5;1980.0
640001.0;4.0;A;-0.0333333333333;43.75;322960001.0;77.9502613910604;7.5;1980.0
640001.0;2.5;B;0.933333333333;43.5333333333;322970001.0;114.28103221114735;7.5;1980.0
640001.0;3.5;A;0.6;43.5166666667;323020001.0;89.73928509439112;7.5;1980.0
640001.0;2.5;A;0.583333333333;43.6166666667;323070001.0;95.0485372668056;7.5;1980.0
640001.0;2.5;A;0.8;43.4666666667;323090001.0;101.37770628779377;7.5;1980.0
640001.0;3.0;A;0.65;43.6166666667;323120001.0;99.33185421541282;7.5;1980.0
640001.0;4.5;A;0.05;43.6;323190001.0;65.27695849312897;7.5;1980.0
640001.0;2.0;A;0.85;43.5333333333;323210001.0;108.2419468060608;7.5;1980.0
640001.0;3.5;A;1.0166666666700002;43.5166666667;323220001.0;119.65354885230488;7.5;1980.0
640001.0;5.0;B;0.616666666667;43.4666666667;323270001.0;88.09470251931505;7.5;1980.0
640001.0;0.0;A;1.0;43.65;323390001.0;125.070442617595;7.5;1980.0
640001.0;4.0;A;-0.08333333333330001;43.65;323440001.0;66.13724185043492;7.5;1980.0
640001.0;0.0;A;0.816666666667;43.45;323530001.0;101.86411487668308;7.5;1980.0
640001.0;4.5;A;0.35;43.4;323550001.0;65.71137544364773;7.5;1980.0
640001.0;4.5;A;0.85;43.5666666667;323560001.0;109.97851888264276;7.5;1980.0
640001.0;3.5;A;0.65;43.35;323650001.0;85.21460252140425;7.5;1980.0
640001.0;3.5;A;0.766666666667;43.9;323700001.0;127.07792708521757;7.5;1980.0
640001.0;0.0;A;0.766666666667;43.5;323740001.0;100.55686370696814;7.5;1980.0
640001.0;4.0;A;0.516666666667;43.5833333333;323810001.0;88.52966466958797;7.5;1980.0
640001.0;3.0;A;0.95;43.4166666667;323860001.0;110.60145010593746;7.5;1980.0
640001.0;0.0;A;1.0;43.4333333333;323870001.0;115.03411177877999;7.5;1980.0
640001.0;3.5;A;0.383333333333;43.5166666667;323890001.0;75.49413607240253;7.5;1980.0
